metric_id,ticket_id,first_resolution_time,full_resolution_time,agent_work_time,requester_wait_time,reply_time,group_stations,assignee_stations,reopens,replies,assignee_updated_at,requester_updated_at,status_updated_at,initially_assigned_at,assigned_at,solved_at
812,812,3,0,20,8712,3,1,1,0,2,2024-11-13 19:53:19,2024-10-09 18:16:20,2024-04-09 16:00:05,2023-11-17 02:05:11,2023-11-17 02:05:11,
813,813,3,336,28,336,2,3,1,0,1,2021-05-01 23:29:40,2021-04-18 00:33:33,2021-05-02 00:00:00,2021-04-18 01:41:11,2021-04-18 01:41:11,2021-05-02 00:00:00
814,814,5,0,25,1680,5,1,1,0,3,2024-11-19 19:24:59,2024-09-18 04:43:53,2024-10-24 07:11:26,2024-09-11 02:57:12,2024-09-11 02:57:12,
815,815,5,144,36,144,5,2,1,0,1,2020-04-29 22:43:28,2020-04-29 14:48:44,2020-04-30 00:00:00,2020-04-24 03:20:06,2020-04-24 03:20:06,2020-04-30 00:00:00
816,816,0,0,21,8688,3,1,1,0,4,2024-11-19 22:31:59,2023-11-24 00:41:53,2024-07-28 06:56:35,2023-11-24 02:13:15,2023-11-24 02:13:15,
817,817,8,144,40,144,8,1,2,0,3,2019-04-09 23:37:11,2019-04-09 14:03:45,2019-04-10 00:00:00,2019-04-04 03:30:29,2019-04-04 05:16:36,2019-04-10 00:00:00
818,818,29,168,71,168,27,1,2,0,4,2024-05-30 23:03:35,2024-05-24 00:48:57,2024-05-31 00:00:00,2024-05-24 03:22:58,2024-05-25 01:47:22,2024-05-31 00:00:00
819,819,2,0,16,144,1,1,1,0,4,2024-11-16 21:27:14,2024-11-11 11:46:23,2024-11-13 02:16:53,2024-11-11 00:15:49,2024-11-11 00:15:49,
820,820,9,96,51,96,4,1,1,0,3,2023-09-25 23:47:21,2023-09-25 19:05:24,2023-09-26 00:00:00,2023-09-22 02:20:36,2023-09-22 02:20:36,2023-09-26 00:00:00
821,821,4,264,114,264,1,1,1,0,3,2024-10-29 22:37:49,2024-10-29 17:21:41,2024-10-30 00:00:00,2024-10-19 00:46:34,2024-10-19 00:46:34,2024-10-30 00:00:00
822,822,6,120,50,120,2,1,1,0,1,2022-01-23 22:46:51,2022-01-19 00:43:17,2022-01-24 00:00:00,2022-01-19 00:22:42,2022-01-19 00:22:42,2022-01-24 00:00:00
823,823,2,240,71,240,2,1,1,0,8,2023-05-26 22:50:08,2023-05-26 16:44:19,2023-05-27 00:00:00,2023-05-17 00:28:18,2023-05-17 00:28:18,2023-05-27 00:00:00
824,824,7,336,26,336,3,1,1,0,4,2023-01-03 22:19:36,2023-01-03 20:06:30,2023-01-04 00:00:00,2022-12-21 01:23:10,2022-12-21 01:23:10,2023-01-04 00:00:00
825,825,4,264,31,264,3,1,1,0,4,2021-03-27 23:12:40,2021-03-17 00:27:57,2021-03-28 00:00:00,2021-03-17 02:08:00,2021-03-17 02:08:00,2021-03-28 00:00:00
826,826,8,312,20,312,5,1,1,0,2,2023-09-20 22:53:05,2023-09-20 17:37:32,2023-09-21 00:00:00,2023-09-08 03:26:50,2023-09-08 03:26:50,2023-09-21 00:00:00
827,827,7,96,92,96,3,1,1,0,6,2024-10-17 22:40:38,2024-10-17 18:59:14,2024-10-18 00:00:00,2024-10-14 02:02:33,2024-10-14 02:02:33,2024-10-18 00:00:00
828,828,10,144,48,144,5,3,1,0,7,2023-09-18 23:38:27,2023-09-18 15:13:33,2023-09-19 00:00:00,2023-09-13 02:59:21,2023-09-13 02:59:21,2023-09-19 00:00:00
829,829,5,0,41,3528,4,1,1,0,6,2024-11-17 21:48:21,2024-08-04 04:19:39,2024-10-10 19:38:08,2024-06-24 03:48:05,2024-06-24 03:48:05,
830,830,11,192,121,192,5,2,1,0,7,2020-05-27 22:34:24,2020-05-20 00:22:08,2020-05-28 00:00:00,2020-05-20 03:12:36,2020-05-20 03:12:36,2020-05-28 00:00:00
831,831,3,120,84,120,1,1,1,0,2,2022-04-30 23:37:11,2022-04-26 00:38:44,2022-05-01 00:00:00,2022-04-26 00:10:41,2022-04-26 00:10:41,2022-05-01 00:00:00
832,832,5,0,31,25152,4,1,1,0,3,2024-11-15 21:18:41,2023-04-13 03:50:25,2022-02-08 20:37:00,2022-01-03 02:36:00,2022-01-03 02:36:00,
833,833,7,144,46,144,1,1,1,1,4,2023-11-14 22:47:58,2023-11-14 20:57:41,2023-11-15 00:00:00,2023-11-09 00:51:31,2023-11-09 00:51:31,2023-11-15 00:00:00
834,834,6,240,46,240,2,1,1,2,6,2023-04-03 22:54:35,2023-04-03 12:05:13,2023-04-04 00:00:00,2023-03-25 00:30:29,2023-03-25 00:30:29,2023-04-04 00:00:00
835,835,6,48,52,48,3,1,1,0,6,2022-12-29 22:21:39,2022-12-28 00:57:09,2022-12-30 00:00:00,2022-12-28 02:34:16,2022-12-28 02:34:16,2022-12-30 00:00:00
836,836,8,168,32,168,4,1,2,0,1,2022-06-09 22:49:40,2022-06-03 00:55:57,2022-06-10 00:00:00,2022-06-03 00:23:38,2022-06-03 01:17:42,2022-06-10 00:00:00
837,837,3,24,38,24,4,1,1,0,4,2021-10-22 23:09:39,2021-10-22 18:29:28,2021-10-23 00:00:00,2021-10-22 01:49:00,2021-10-22 01:49:00,2021-10-23 00:00:00
838,838,10,144,105,144,4,1,1,0,3,2019-12-08 22:08:50,2019-12-08 22:24:45,2019-12-09 00:00:00,2019-12-03 03:00:17,2019-12-03 03:00:17,2019-12-09 00:00:00
839,839,3,48,80,48,3,1,1,0,4,2021-04-06 23:39:57,2021-04-05 00:44:27,2021-04-07 00:00:00,2021-04-05 01:03:05,2021-04-05 01:03:05,2021-04-07 00:00:00
840,840,8,24,45,24,4,1,1,2,8,2024-10-08 23:51:11,2024-10-08 12:01:08,2024-10-09 00:00:00,2024-10-08 01:18:14,2024-10-08 01:18:14,2024-10-09 00:00:00
841,841,4,0,69,32376,3,2,1,0,5,2024-11-18 22:04:48,2021-08-29 04:13:24,2021-11-16 16:34:52,2021-03-11 02:40:15,2021-03-11 02:40:15,
842,842,7,240,175,240,3,1,1,0,5,2019-08-11 23:49:29,2019-08-02 00:15:04,2019-08-12 00:00:00,2019-08-02 00:46:36,2019-08-02 00:46:36,2019-08-12 00:00:00
843,843,8,168,61,168,6,1,1,0,2,2021-02-20 23:35:48,2021-02-20 13:25:48,2021-02-21 00:00:00,2021-02-14 03:43:12,2021-02-14 03:43:12,2021-02-21 00:00:00
844,844,4,96,55,96,2,1,1,1,6,2024-01-14 22:09:39,2024-01-14 19:06:19,2024-01-15 00:00:00,2024-01-11 00:57:55,2024-01-11 00:57:55,2024-01-15 00:00:00
845,845,17,120,27,120,13,1,2,1,5,2018-10-11 23:11:28,2018-10-11 17:40:43,2018-10-12 00:00:00,2018-10-07 00:09:47,2018-10-07 10:41:27,2018-10-12 00:00:00
846,846,8,0,72,6288,7,1,2,0,3,2024-11-18 20:26:12,2024-03-02 00:34:52,2024-09-22 19:01:16,2024-03-02 02:53:28,2024-03-02 06:20:46,
847,847,6,0,36,33816,5,1,1,0,6,2024-11-13 20:34:11,2022-08-23 03:52:10,2021-09-29 01:43:15,2021-01-05 03:40:16,2021-01-05 03:40:16,
848,848,5,336,50,336,3,1,1,0,3,2022-10-27 22:28:22,2022-10-27 16:08:59,2022-10-28 00:00:00,2022-10-14 02:37:47,2022-10-14 02:37:47,2022-10-28 00:00:00
849,849,2,0,35,1920,3,1,1,0,4,2024-11-15 23:05:32,2024-09-30 09:13:28,2024-10-28 10:54:00,2024-08-28 00:57:48,2024-08-28 00:57:48,
850,850,2,240,25,240,1,1,1,0,2,2024-09-26 22:04:51,2024-09-26 17:32:00,2024-09-27 00:00:00,2024-09-17 00:25:20,2024-09-17 00:25:20,2024-09-27 00:00:00
851,851,2,0,31,408,2,2,1,0,2,2024-11-17 23:30:09,2024-11-06 15:59:39,2024-11-16 09:52:12,2024-11-01 00:53:57,2024-11-01 00:53:57,
852,852,3,0,10,3600,2,1,1,0,2,2024-11-13 22:18:22,2024-11-10 10:22:58,2024-08-27 00:35:43,2024-06-17 02:12:44,2024-06-17 02:12:44,
853,853,18,144,48,144,12,1,2,0,3,2024-11-06 22:21:38,2024-11-06 15:24:57,2024-11-07 00:00:00,2024-11-01 00:47:54,2024-11-01 10:59:33,2024-11-07 00:00:00
854,854,5,0,60,576,2,1,1,0,5,2024-11-16 21:16:04,2024-10-27 23:51:40,2024-11-03 15:44:04,2024-10-24 01:18:36,2024-10-24 01:18:36,
855,855,2,0,28,16,2,2,1,0,1,2025-01-10 13:23:25,2025-01-10 04:05:45,2025-01-10 08:03:41,2025-01-10 01:09:49,2025-01-10 01:09:49,
856,856,4,192,18,192,3,1,1,0,2,2024-09-08 22:25:11,2024-09-01 00:33:58,2024-09-09 00:00:00,2024-09-01 01:54:45,2024-09-01 01:54:45,2024-09-09 00:00:00
857,857,16,72,60,72,12,2,2,0,4,2024-09-26 22:06:16,2024-09-26 20:04:11,2024-09-27 00:00:00,2024-09-24 00:52:40,2024-09-24 11:40:37,2024-09-27 00:00:00
858,858,3,0,36,7,2,2,1,0,2,2024-11-23 03:09:53,2024-11-23 00:23:40,2024-11-23 02:50:57,2024-11-23 00:17:49,2024-11-23 00:17:49,
859,859,9,144,61,144,5,1,1,0,7,2024-09-03 23:35:46,2024-09-03 18:52:42,2024-09-04 00:00:00,2024-08-29 03:01:59,2024-08-29 03:01:59,2024-09-04 00:00:00
860,860,3,0,25,1,2,1,1,0,5,2025-01-10 00:06:00,2025-01-10 00:46:56,2025-01-10 01:00:00,2025-01-10 00:06:00,2025-01-10 00:06:00,
861,861,9,240,113,240,5,2,1,0,3,2024-09-10 22:25:10,2024-09-10 12:45:30,2024-09-11 00:00:00,2024-09-01 03:13:31,2024-09-01 03:13:31,2024-09-11 00:00:00
862,862,4,0,47,12,1,1,1,0,1,2025-01-10 06:51:22,2025-01-10 06:31:04,2025-01-10 05:57:13,2025-01-10 00:22:38,2025-01-10 00:22:38,
863,863,8,264,29,264,3,1,1,2,8,2024-09-22 22:17:42,2024-09-12 00:47:54,2024-09-23 00:00:00,2024-09-12 02:25:09,2024-09-12 02:25:09,2024-09-23 00:00:00
864,864,15,312,82,312,13,1,2,1,5,2024-10-05 23:49:14,2024-10-05 20:59:11,2024-10-06 00:00:00,2024-09-23 00:16:15,2024-09-23 11:32:27,2024-10-06 00:00:00
865,865,3,144,40,144,2,1,1,0,4,2024-11-07 22:01:41,2024-11-07 22:11:36,2024-11-08 00:00:00,2024-11-02 00:28:23,2024-11-02 00:28:23,2024-11-08 00:00:00
866,866,3,0,60,168,4,1,1,0,5,2024-11-18 22:48:47,2024-11-14 11:28:11,2024-11-18 13:25:14,2024-11-12 01:23:45,2024-11-12 01:23:45,
867,867,0,0,27,648,3,1,1,0,2,2024-11-12 23:03:44,2024-10-17 00:42:27,2024-10-31 05:52:55,2024-10-17 01:48:29,2024-10-17 01:48:29,
868,868,6,48,37,48,3,1,1,0,3,2024-08-05 23:17:44,2024-08-05 17:57:05,2024-08-06 00:00:00,2024-08-04 02:25:04,2024-08-04 02:25:04,2024-08-06 00:00:00
869,869,6,120,51,120,2,1,1,1,4,2024-07-09 22:05:11,2024-07-09 15:10:53,2024-07-10 00:00:00,2024-07-05 00:52:23,2024-07-05 00:52:23,2024-07-10 00:00:00
870,870,5,48,92,48,1,1,1,0,6,2024-06-24 22:02:00,2024-06-24 21:51:38,2024-06-25 00:00:00,2024-06-23 01:02:12,2024-06-23 01:02:12,2024-06-25 00:00:00
871,871,4,96,76,96,5,1,1,0,4,2024-07-19 22:30:59,2024-07-19 15:09:29,2024-07-20 00:00:00,2024-07-16 02:46:30,2024-07-16 02:46:30,2024-07-20 00:00:00
872,872,0,0,40,600,4,2,1,0,6,2024-11-16 18:45:52,2024-11-08 17:06:48,2024-11-06 02:16:34,2024-10-23 03:52:23,2024-10-23 03:52:23,
873,873,5,216,164,216,4,1,1,0,5,2024-05-22 23:39:35,2024-05-14 00:41:26,2024-05-23 00:00:00,2024-05-14 02:52:17,2024-05-14 02:52:17,2024-05-23 00:00:00
874,874,6,72,98,72,5,1,1,1,5,2024-04-23 23:29:00,2024-04-21 00:49:51,2024-04-24 00:00:00,2024-04-21 03:48:23,2024-04-21 03:48:23,2024-04-24 00:00:00
875,875,6,72,85,72,1,1,1,0,3,2024-09-19 23:16:36,2024-09-19 20:55:13,2024-09-20 00:00:00,2024-09-17 00:51:08,2024-09-17 00:51:08,2024-09-20 00:00:00
876,876,6,24,22,24,3,1,1,0,3,2024-10-05 22:48:50,2024-10-05 19:58:58,2024-10-06 00:00:00,2024-10-05 02:20:54,2024-10-05 02:20:54,2024-10-06 00:00:00
877,877,7,96,35,96,2,1,1,0,1,2024-09-24 22:20:12,2024-09-24 17:42:49,2024-09-25 00:00:00,2024-09-21 00:50:06,2024-09-21 00:50:06,2024-09-25 00:00:00
878,878,6,24,35,24,2,1,1,0,4,2024-08-28 22:05:06,2024-08-28 19:02:55,2024-08-29 00:00:00,2024-08-28 01:05:37,2024-08-28 01:05:37,2024-08-29 00:00:00
879,879,3,240,47,240,2,2,1,0,2,2024-08-13 23:25:47,2024-08-13 20:36:50,2024-08-14 00:00:00,2024-08-04 00:29:27,2024-08-04 00:29:27,2024-08-14 00:00:00
880,880,4,264,50,264,2,1,1,2,6,2024-10-16 23:38:23,2024-10-16 12:04:16,2024-10-17 00:00:00,2024-10-06 00:25:36,2024-10-06 00:25:36,2024-10-17 00:00:00
881,881,6,0,16,168,5,1,1,0,1,2024-11-13 20:32:19,2024-11-12 23:44:52,2024-11-07 03:48:38,2024-11-07 02:54:58,2024-11-07 02:54:58,
882,882,7,336,76,336,2,2,1,0,4,2024-07-24 23:01:47,2024-07-24 19:03:52,2024-07-25 00:00:00,2024-07-11 00:57:08,2024-07-11 00:57:08,2024-07-25 00:00:00
883,883,6,216,31,216,3,1,1,0,1,2024-07-01 23:00:21,2024-06-23 00:21:07,2024-07-02 00:00:00,2024-06-23 00:55:33,2024-06-23 00:55:33,2024-07-02 00:00:00
884,884,23,0,42,15048,20,1,2,0,6,2024-11-15 20:42:13,2023-08-10 10:19:37,2024-04-09 03:48:02,2023-02-28 02:05:28,2023-02-28 19:50:42,
885,885,8,288,82,288,4,1,1,0,2,2018-08-15 22:04:30,2018-08-15 20:24:28,2018-08-16 00:00:00,2018-08-04 03:36:23,2018-08-04 03:36:23,2018-08-16 00:00:00
886,886,15,72,60,72,15,1,2,0,4,2022-01-09 23:33:44,2022-01-07 00:53:37,2022-01-10 00:00:00,2022-01-07 02:13:45,2022-01-07 13:16:05,2022-01-10 00:00:00
887,887,3,0,48,35736,5,2,1,0,6,2024-11-15 22:34:21,2020-10-19 00:06:02,2022-10-06 03:43:08,2020-10-19 02:19:58,2020-10-19 02:19:58,
888,888,4,192,20,192,5,1,1,0,2,2024-05-14 23:34:07,2024-05-07 00:52:15,2024-05-15 00:00:00,2024-05-07 03:02:02,2024-05-07 03:02:02,2024-05-15 00:00:00
889,889,2,0,37,2904,2,1,1,0,5,2024-11-12 23:01:07,2024-09-04 10:58:07,2024-08-11 17:36:56,2024-07-15 00:37:16,2024-07-15 00:37:16,
890,890,10,168,43,168,5,1,1,1,3,2022-05-13 23:07:12,2022-05-13 13:31:33,2022-05-14 00:00:00,2022-05-07 02:50:26,2022-05-07 02:50:26,2022-05-14 00:00:00
891,891,5,0,40,24288,3,2,1,0,4,2024-11-15 20:48:33,2022-04-27 15:36:20,2023-08-31 08:31:37,2022-02-08 01:26:25,2022-02-08 01:26:25,
892,892,12,24,90,24,5,1,2,0,5,2024-07-24 22:50:04,2024-07-24 17:03:44,2024-07-25 00:00:00,2024-07-24 00:42:46,2024-07-24 04:30:29,2024-07-25 00:00:00
893,893,7,192,80,192,5,1,1,0,3,2024-09-25 22:47:16,2024-09-25 15:26:31,2024-09-26 00:00:00,2024-09-18 02:39:40,2024-09-18 02:39:40,2024-09-26 00:00:00
894,894,24,192,47,192,19,1,2,0,3,2022-04-23 23:32:42,2022-04-16 00:28:50,2022-04-24 00:00:00,2022-04-16 03:37:52,2022-04-16 16:28:21,2022-04-24 00:00:00
895,895,7,168,63,168,3,1,1,0,3,2024-07-14 23:06:51,2024-07-14 15:16:36,2024-07-15 00:00:00,2024-07-08 00:29:32,2024-07-08 00:29:32,2024-07-15 00:00:00
896,896,2,0,20,16248,2,3,1,0,5,2024-11-17 21:59:29,2023-07-20 16:13:36,2023-09-08 05:56:15,2023-01-11 00:30:13,2023-01-11 00:30:13,
897,897,5,0,36,72,3,1,1,0,4,2024-11-15 20:23:06,2024-11-13 12:49:05,2024-11-15 07:59:50,2024-11-13 01:16:56,2024-11-13 01:16:56,
898,898,8,192,51,192,3,1,1,0,7,2019-03-05 22:40:45,2019-03-05 12:26:53,2019-03-06 00:00:00,2019-02-26 01:04:42,2019-02-26 01:04:42,2019-03-06 00:00:00
899,899,1,0,55,51696,2,1,1,0,4,2024-11-15 18:46:35,2018-12-24 00:49:50,2021-03-10 06:34:03,2018-12-24 00:18:47,2018-12-24 00:18:47,
900,900,5,0,22,16920,4,1,1,0,3,2024-11-19 22:30:11,2022-12-16 00:24:56,2024-11-11 20:22:31,2022-12-16 01:46:18,2022-12-16 01:46:18,
901,901,7,264,66,264,4,1,1,1,5,2018-01-21 23:10:31,2018-01-21 17:56:31,2018-01-22 00:00:00,2018-01-11 02:45:49,2018-01-11 02:45:49,2018-01-22 00:00:00
902,902,4,216,47,216,2,1,1,0,4,2022-05-12 22:49:04,2022-05-12 13:12:50,2022-05-13 00:00:00,2022-05-04 00:46:08,2022-05-04 00:46:08,2022-05-13 00:00:00
903,903,26,120,69,120,22,3,2,0,2,2023-03-25 22:13:53,2023-03-25 19:37:58,2023-03-26 00:00:00,2023-03-21 03:00:58,2023-03-21 20:04:23,2023-03-26 00:00:00
904,904,10,264,35,264,6,2,2,0,6,2024-01-04 23:41:32,2023-12-25 00:40:58,2024-01-05 00:00:00,2023-12-25 02:41:13,2023-12-25 06:05:39,2024-01-05 00:00:00
905,905,7,168,43,168,1,2,1,0,4,2022-11-29 22:30:12,2022-11-29 17:49:20,2022-11-30 00:00:00,2022-11-23 00:23:31,2022-11-23 00:23:31,2022-11-30 00:00:00
906,906,6,144,38,144,3,1,1,0,2,2023-05-10 22:51:41,2023-05-05 00:08:39,2023-05-11 00:00:00,2023-05-05 02:51:11,2023-05-05 02:51:11,2023-05-11 00:00:00
907,907,0,0,24,19056,2,1,1,0,2,2024-11-18 20:41:45,2023-04-09 06:37:23,2024-05-08 11:54:28,2022-09-17 00:16:13,2022-09-17 00:16:13,
908,908,7,72,49,72,5,1,1,0,2,2024-03-20 23:32:48,2024-03-20 19:50:02,2024-03-21 00:00:00,2024-03-18 02:52:48,2024-03-18 02:52:48,2024-03-21 00:00:00
909,909,11,120,57,120,3,1,1,0,3,2023-03-15 23:03:00,2023-03-15 17:22:44,2023-03-16 00:00:00,2023-03-11 03:11:55,2023-03-11 03:11:55,2023-03-16 00:00:00
910,910,5,24,49,24,2,1,1,0,6,2023-08-08 23:21:35,2023-08-08 22:09:30,2023-08-09 00:00:00,2023-08-08 01:34:11,2023-08-08 01:34:11,2023-08-09 00:00:00
911,911,8,24,26,24,4,1,1,0,2,2022-08-20 23:40:41,2022-08-20 14:34:25,2022-08-21 00:00:00,2022-08-20 01:35:58,2022-08-20 01:35:58,2022-08-21 00:00:00
912,912,8,192,141,192,2,1,1,0,3,2024-01-11 23:41:58,2024-01-11 22:59:50,2024-01-12 00:00:00,2024-01-04 01:00:28,2024-01-04 01:00:28,2024-01-12 00:00:00
913,913,7,144,20,144,4,1,1,0,3,2023-12-22 22:16:01,2023-12-17 00:16:39,2023-12-23 00:00:00,2023-12-17 03:11:41,2023-12-17 03:11:41,2023-12-23 00:00:00
914,914,2,24,81,24,2,1,1,0,2,2023-10-04 22:08:18,2023-10-04 00:19:18,2023-10-05 00:00:00,2023-10-04 00:22:21,2023-10-04 00:22:21,2023-10-05 00:00:00
915,915,5,144,20,144,4,1,1,0,1,2020-01-24 22:35:18,2020-01-24 14:40:00,2020-01-25 00:00:00,2020-01-19 02:47:30,2020-01-19 02:47:30,2020-01-25 00:00:00
916,916,3,240,48,240,4,1,1,0,4,2022-11-06 23:25:19,2022-10-28 00:47:37,2022-11-07 00:00:00,2022-10-28 02:29:04,2022-10-28 02:29:04,2022-11-07 00:00:00
917,917,4,144,73,144,4,1,1,0,1,2024-09-25 22:37:42,2024-09-25 12:53:33,2024-09-26 00:00:00,2024-09-20 02:05:23,2024-09-20 02:05:23,2024-09-26 00:00:00
918,918,1,0,16,44064,1,1,1,0,5,2024-11-15 19:49:51,2019-11-07 00:36:44,2020-03-24 03:11:35,2019-11-07 00:20:21,2019-11-07 00:20:21,
919,919,6,192,25,192,1,1,1,0,4,2021-02-14 22:01:24,2021-02-07 00:50:11,2021-02-15 00:00:00,2021-02-07 00:13:55,2021-02-07 00:13:55,2021-02-15 00:00:00
920,920,3,0,24,9216,2,1,1,0,2,2024-11-19 18:51:05,2024-10-18 17:07:29,2024-04-25 13:20:22,2023-11-02 00:53:05,2023-11-02 00:53:05,
921,921,9,72,63,72,3,1,1,0,3,2024-01-13 22:05:54,2024-01-13 12:23:47,2024-01-14 00:00:00,2024-01-11 02:50:52,2024-01-11 02:50:52,2024-01-14 00:00:00
922,922,5,168,47,168,3,1,1,0,2,2024-01-30 22:38:08,2024-01-30 14:09:50,2024-01-31 00:00:00,2024-01-24 01:01:57,2024-01-24 01:01:57,2024-01-31 00:00:00
923,923,26,288,33,288,22,1,2,0,3,2024-10-05 23:42:12,2024-10-05 18:56:53,2024-10-06 00:00:00,2024-09-24 02:34:02,2024-09-24 20:34:14,2024-10-06 00:00:00
924,924,10,192,32,192,4,1,1,0,4,2021-02-11 22:49:23,2021-02-11 14:57:28,2021-02-12 00:00:00,2021-02-04 03:50:09,2021-02-04 03:50:09,2021-02-12 00:00:00
925,925,4,240,87,240,4,1,1,0,2,2024-04-24 23:18:10,2024-04-15 00:32:19,2024-04-25 00:00:00,2024-04-15 02:43:13,2024-04-15 02:43:13,2024-04-25 00:00:00
926,926,2,312,133,312,4,1,1,0,3,2024-04-28 23:19:25,2024-04-28 22:54:14,2024-04-29 00:00:00,2024-04-16 01:16:34,2024-04-16 01:16:34,2024-04-29 00:00:00
927,927,8,216,24,216,2,1,1,0,4,2022-03-24 22:53:45,2022-03-16 00:16:49,2022-03-25 00:00:00,2022-03-16 01:19:41,2022-03-16 01:19:41,2022-03-25 00:00:00
928,928,7,72,32,72,4,1,1,1,4,2022-09-23 22:04:31,2022-09-23 13:01:28,2022-09-24 00:00:00,2022-09-21 02:09:27,2022-09-21 02:09:27,2022-09-24 00:00:00
929,929,8,72,117,72,5,1,1,0,7,2023-09-03 22:51:27,2023-09-03 18:49:19,2023-09-04 00:00:00,2023-09-01 03:59:13,2023-09-01 03:59:13,2023-09-04 00:00:00
930,930,8,72,53,72,5,1,1,0,4,2018-11-26 23:06:39,2018-11-24 00:59:02,2018-11-27 00:00:00,2018-11-24 03:09:57,2018-11-24 03:09:57,2018-11-27 00:00:00
931,931,6,0,70,3456,5,2,1,0,3,2024-11-15 23:51:31,2024-10-04 17:04:44,2024-10-03 08:03:18,2024-06-25 02:58:10,2024-06-25 02:58:10,
932,932,5,0,20,3720,3,1,1,0,1,2024-11-14 22:31:39,2024-06-13 11:12:00,2024-06-14 06:21:27,2024-06-13 03:02:56,2024-06-13 03:02:56,
933,933,4,312,55,312,3,1,1,1,9,2024-07-02 23:52:21,2024-07-02 22:44:26,2024-07-03 00:00:00,2024-06-20 01:12:22,2024-06-20 01:12:22,2024-07-03 00:00:00
934,934,7,96,112,96,3,1,1,0,3,2024-08-24 23:14:05,2024-08-21 00:06:00,2024-08-25 00:00:00,2024-08-21 01:24:44,2024-08-21 01:24:44,2024-08-25 00:00:00
935,935,8,48,31,48,5,1,1,1,6,2023-12-15 23:00:43,2023-12-15 16:46:42,2023-12-16 00:00:00,2023-12-14 02:31:12,2023-12-14 02:31:12,2023-12-16 00:00:00
936,936,6,0,33,8088,4,1,1,0,1,2024-11-12 19:38:22,2024-10-15 22:30:14,2024-08-12 15:20:10,2023-12-12 03:24:19,2023-12-12 03:24:19,
937,937,4,0,45,54192,1,3,2,0,1,2024-11-15 23:34:22,2019-01-15 04:08:34,2019-03-11 23:39:44,2018-09-11 00:30:16,2018-09-11 00:51:16,
938,938,8,72,39,72,5,1,1,0,8,2024-06-24 22:50:12,2024-06-22 00:45:30,2024-06-25 00:00:00,2024-06-22 03:15:55,2024-06-22 03:15:55,2024-06-25 00:00:00
939,939,2,96,33,96,1,1,1,0,2,2020-02-18 23:26:24,2020-02-18 13:21:35,2020-02-19 00:00:00,2020-02-15 00:25:11,2020-02-15 00:25:11,2020-02-19 00:00:00
940,940,4,0,28,1776,3,1,1,0,4,2024-11-14 20:23:19,2024-09-02 11:49:45,2024-11-07 15:00:06,2024-09-02 01:11:28,2024-09-02 01:11:28,
941,941,6,144,37,144,3,1,1,0,3,2023-05-29 23:18:00,2023-05-29 15:32:29,2023-05-30 00:00:00,2023-05-24 01:04:14,2023-05-24 01:04:14,2023-05-30 00:00:00
942,942,0,0,20,30624,3,1,1,0,2,2024-11-19 18:26:38,2022-09-03 15:02:23,2024-09-24 16:00:15,2021-05-24 01:55:39,2021-05-24 01:55:39,
943,943,0,0,51,6264,3,1,1,0,6,2024-11-16 20:57:40,2024-03-01 00:30:24,2024-07-11 11:30:48,2024-03-01 03:08:07,2024-03-01 03:08:07,
944,944,14,264,91,264,12,1,2,0,6,2020-08-23 23:27:34,2020-08-23 16:48:02,2020-08-24 00:00:00,2020-08-13 01:22:18,2020-08-13 11:27:41,2020-08-24 00:00:00
945,945,6,144,65,144,1,1,1,0,4,2023-07-09 23:09:38,2023-07-04 00:47:51,2023-07-10 00:00:00,2023-07-04 01:05:36,2023-07-04 01:05:36,2023-07-10 00:00:00
946,946,6,48,47,48,3,1,1,0,1,2024-02-23 22:09:02,2024-02-23 19:02:14,2024-02-24 00:00:00,2024-02-22 01:05:30,2024-02-22 01:05:30,2024-02-24 00:00:00
947,947,6,72,51,72,4,1,1,0,3,2022-07-29 23:00:51,2022-07-29 19:25:30,2022-07-30 00:00:00,2022-07-27 03:22:51,2022-07-27 03:22:51,2022-07-30 00:00:00
948,948,8,216,63,216,3,1,1,0,4,2020-08-31 22:41:12,2020-08-31 17:34:53,2020-09-01 00:00:00,2020-08-23 01:29:06,2020-08-23 01:29:06,2020-09-01 00:00:00
949,949,4,240,24,240,2,1,1,0,2,2018-10-06 22:18:58,2018-10-06 16:49:15,2018-10-07 00:00:00,2018-09-27 01:06:46,2018-09-27 01:06:46,2018-10-07 00:00:00
950,950,0,0,36,55152,2,1,1,0,1,2024-11-19 20:23:26,2024-06-08 04:08:55,2021-09-14 01:38:22,2018-08-06 00:07:40,2018-08-06 00:07:40,
951,951,2,168,33,168,3,1,1,0,2,2021-08-15 22:07:25,2021-08-15 12:25:25,2021-08-16 00:00:00,2021-08-09 00:24:15,2021-08-09 00:24:15,2021-08-16 00:00:00
952,952,2,0,19,14040,1,1,1,0,4,2024-11-12 20:35:26,2024-09-09 20:43:23,2023-12-09 19:51:35,2023-04-08 00:10:52,2023-04-08 00:10:52,
953,953,4,216,77,216,3,1,1,1,8,2019-02-13 22:44:11,2019-02-05 00:58:50,2019-02-14 00:00:00,2019-02-05 01:55:40,2019-02-05 01:55:40,2019-02-14 00:00:00
954,954,6,120,122,120,3,1,1,0,5,2023-06-26 22:00:42,2023-06-26 12:31:56,2023-06-27 00:00:00,2023-06-22 00:44:30,2023-06-22 00:44:30,2023-06-27 00:00:00
